cluster;nbAircraft;uncertainty;clusterId;iterations;rdOff1;rdOff2;InitialConfigurationCost;AlgorithmConfigurationCost;ConfigurationsDistance
cluster_15ac_1err_6;15;1;6;4;10;3;93;150;14;
cluster_15ac_1err_6;15;1;6;0;11;10;93;2576;9;
cluster_15ac_1err_6;15;1;6;1;11;7;93;276;65;
cluster_15ac_1err_6;15;1;6;2;11;7;93;2717;50;
cluster_15ac_1err_6;15;1;6;3;11;9;93;178;36;
cluster_15ac_1err_6;15;1;6;4;11;6;93;2603;14;
cluster_15ac_1err_6;15;1;6;0;12;7;93;7578;9;
cluster_15ac_1err_6;15;1;6;1;12;1;93;185;27;
cluster_15ac_1err_6;15;1;6;2;12;7;93;7651;27;
cluster_15ac_1err_6;15;1;6;4;12;7;93;5192;37;
cluster_15ac_1err_6;15;1;6;1;13;1;93;154;15;
cluster_15ac_1err_6;15;1;6;3;13;3;93;98;5;
cluster_15ac_1err_6;15;1;6;1;14;2;93;185;20;
cluster_15ac_1err_6;15;1;6;2;14;2;93;166;24;
cluster_15ac_1err_7;15;1;7;0;0;9;163;333;49;
cluster_15ac_1err_7;15;1;7;1;0;4;163;2846;54;
cluster_15ac_1err_7;15;1;7;2;0;6;163;2689;32;
cluster_15ac_1err_7;15;1;7;3;0;6;163;260;29;
cluster_15ac_1err_7;15;1;7;4;0;5;163;2813;32;
cluster_15ac_1err_7;15;1;7;0;1;6;163;2616;10;
cluster_15ac_1err_7;15;1;7;1;1;0;163;2788;59;
cluster_15ac_1err_7;15;1;7;2;1;10;163;2801;42;
cluster_15ac_1err_7;15;1;7;3;1;9;163;5168;24;
cluster_15ac_1err_7;15;1;7;4;1;7;163;5131;8;
cluster_15ac_1err_7;15;1;7;0;2;10;163;2766;49;
cluster_15ac_1err_7;15;1;7;1;2;9;163;2698;36;
cluster_15ac_1err_7;15;1;7;2;2;12;163;2697;34;
cluster_15ac_1err_7;15;1;7;3;2;7;163;5120;9;
cluster_15ac_1err_7;15;1;7;4;2;1;163;2616;10;
cluster_15ac_1err_7;15;1;7;0;3;2;163;2744;47;
cluster_15ac_1err_7;15;1;7;1;3;2;163;2757;49;
cluster_15ac_1err_7;15;1;7;2;3;5;163;5165;9;
cluster_15ac_1err_7;15;1;7;3;3;14;163;2768;48;
cluster_15ac_1err_7;15;1;7;4;3;12;163;2834;66;
cluster_15ac_1err_7;15;1;7;0;4;9;163;2707;38;
cluster_15ac_1err_7;15;1;7;1;4;7;163;2803;51;
cluster_15ac_1err_7;15;1;7;2;4;8;163;2840;48;
cluster_15ac_1err_7;15;1;7;3;4;14;163;447;58;
cluster_15ac_1err_7;15;1;7;4;4;10;163;345;48;
cluster_15ac_1err_7;15;1;7;0;5;12;163;338;51;
cluster_15ac_1err_7;15;1;7;1;5;8;163;2661;1;
cluster_15ac_1err_7;15;1;7;2;5;11;163;350;56;
cluster_15ac_1err_7;15;1;7;3;5;6;163;283;32;
cluster_15ac_1err_7;15;1;7;4;5;3;163;5183;37;
cluster_15ac_1err_7;15;1;7;0;6;2;163;2616;10;
cluster_15ac_1err_7;15;1;7;1;6;2;163;2616;10;
cluster_15ac_1err_7;15;1;7;2;6;11;163;2667;11;
cluster_15ac_1err_7;15;1;7;3;6;12;163;335;50;
cluster_15ac_1err_7;15;1;7;0;7;3;163;7630;8;
cluster_15ac_1err_7;15;1;7;1;7;12;163;291;47;
cluster_15ac_1err_7;15;1;7;2;7;2;163;2759;51;
cluster_15ac_1err_7;15;1;7;3;7;9;163;2866;66;
cluster_15ac_1err_7;15;1;7;4;7;4;163;292;51;
cluster_15ac_1err_7;15;1;7;0;8;5;163;190;7;
cluster_15ac_1err_7;15;1;7;3;8;0;163;355;45;
cluster_15ac_1err_7;15;1;7;4;8;1;163;2616;10;
cluster_15ac_1err_7;15;1;7;0;9;8;163;327;38;
cluster_15ac_1err_7;15;1;7;1;9;11;163;319;57;
cluster_15ac_1err_7;15;1;7;2;9;10;163;2757;48;
cluster_15ac_1err_7;15;1;7;3;9;8;163;2829;52;
cluster_15ac_1err_7;15;1;7;4;9;4;163;2711;35;
cluster_15ac_1err_7;15;1;7;0;10;3;163;2753;47;
cluster_15ac_1err_7;15;1;7;1;10;12;163;396;56;
cluster_15ac_1err_7;15;1;7;2;10;7;163;2668;10;
cluster_15ac_1err_7;15;1;7;3;10;14;163;315;32;
cluster_15ac_1err_7;15;1;7;4;10;0;163;2829;37;
cluster_15ac_1err_7;15;1;7;0;11;0;163;2778;42;
cluster_15ac_1err_7;15;1;7;1;11;10;163;2816;54;
cluster_15ac_1err_7;15;1;7;2;11;8;163;2739;39;
cluster_15ac_1err_7;15;1;7;3;11;0;163;2836;48;
cluster_15ac_1err_7;15;1;7;4;11;14;163;339;42;
cluster_15ac_1err_7;15;1;7;0;12;2;163;2782;48;
cluster_15ac_1err_7;15;1;7;1;12;13;163;331;50;
cluster_15ac_1err_7;15;1;7;2;12;7;163;5144;6;
cluster_15ac_1err_7;15;1;7;3;12;2;163;2702;38;
cluster_15ac_1err_7;15;1;7;4;12;11;163;286;56;
cluster_15ac_1err_7;15;1;7;1;13;7;163;2649;4;
cluster_15ac_1err_7;15;1;7;2;13;5;163;374;44;
cluster_15ac_1err_7;15;1;7;3;13;3;163;318;55;
cluster_15ac_1err_7;15;1;7;4;13;12;163;2658;2;
cluster_15ac_1err_7;15;1;7;0;14;5;163;169;3;
cluster_15ac_1err_7;15;1;7;3;14;11;163;335;52;
cluster_15ac_1err_7;15;1;7;4;14;0;163;2721;17;
cluster_15ac_1err_8;15;1;8;1;0;7;82;91;5;
cluster_15ac_1err_8;15;1;8;3;0;2;82;163;28;
cluster_15ac_1err_8;15;1;8;3;1;5;82;131;14;
cluster_15ac_1err_8;15;1;8;4;1;5;82;131;15;
cluster_15ac_1err_8;15;1;8;0;2;14;82;192;37;
cluster_15ac_1err_8;15;1;8;1;2;3;82;162;32;
cluster_15ac_1err_8;15;1;8;2;2;14;82;184;42;
cluster_15ac_1err_8;15;1;8;3;2;8;82;267;51;
cluster_15ac_1err_8;15;1;8;4;2;5;82;215;46;
cluster_15ac_1err_8;15;1;8;4;3;4;82;2566;5;
cluster_15ac_1err_8;15;1;8;0;4;3;82;2567;4;
cluster_15ac_1err_8;15;1;8;1;4;6;82;148;18;
cluster_15ac_1err_8;15;1;8;2;4;1;82;107;11;
cluster_15ac_1err_8;15;1;8;3;4;2;82;275;54;
cluster_15ac_1err_8;15;1;8;4;4;13;82;149;15;
cluster_15ac_1err_8;15;1;8;0;5;1;82;145;17;
cluster_15ac_1err_8;15;1;8;1;5;9;82;154;19;
cluster_15ac_1err_8;15;1;8;2;5;14;82;186;23;
cluster_15ac_1err_8;15;1;8;3;5;3;82;137;19;
cluster_15ac_1err_8;15;1;8;4;5;10;82;120;15;
cluster_15ac_1err_8;15;1;8;0;6;7;82;82;3;
cluster_15ac_1err_8;15;1;8;1;6;4;82;151;18;
cluster_15ac_1err_8;15;1;8;0;7;14;82;82;3;
cluster_15ac_1err_8;15;1;8;1;7;10;82;83;3;
cluster_15ac_1err_8;15;1;8;2;7;6;82;90;5;
cluster_15ac_1err_8;15;1;8;3;7;11;82;91;5;
cluster_15ac_1err_8;15;1;8;4;7;11;82;90;5;
cluster_15ac_1err_8;15;1;8;0;8;12;82;2560;5;
cluster_15ac_1err_8;15;1;8;1;8;7;82;89;4;
cluster_15ac_1err_8;15;1;8;2;8;2;82;234;47;
cluster_15ac_1err_8;15;1;8;1;9;7;82;82;3;
cluster_15ac_1err_8;15;1;8;2;9;4;82;195;28;
cluster_15ac_1err_8;15;1;8;4;9;7;82;91;5;
cluster_15ac_1err_8;15;1;8;4;11;2;82;240;41;
cluster_15ac_1err_8;15;1;8;0;12;11;82;2560;5;
cluster_15ac_1err_8;15;1;8;1;12;14;82;2560;5;
cluster_15ac_1err_8;15;1;8;2;12;4;82;2605;18;
cluster_15ac_1err_8;15;1;8;3;12;9;82;2560;5;
cluster_15ac_1err_8;15;1;8;4;12;0;82;2560;5;
cluster_15ac_1err_8;15;1;8;0;13;7;82;82;3;
cluster_15ac_1err_8;15;1;8;4;13;2;82;212;38;
cluster_15ac_1err_8;15;1;8;1;14;5;82;148;17;
cluster_15ac_1err_8;15;1;8;3;14;12;82;2560;5;
cluster_15ac_1err_9;15;1;9;1;0;7;53;2539;4;
cluster_15ac_1err_9;15;1;9;2;1;11;53;73;12;
cluster_15ac_1err_9;15;1;9;4;1;7;53;2539;4;
cluster_15ac_1err_9;15;1;9;0;2;13;53;70;9;
cluster_15ac_1err_9;15;1;9;1;2;9;53;69;9;
cluster_15ac_1err_9;15;1;9;2;2;12;53;88;23;
cluster_15ac_1err_9;15;1;9;3;2;14;53;74;9;
cluster_15ac_1err_9;15;1;9;4;2;11;53;93;18;
cluster_15ac_1err_9;15;1;9;0;3;2;53;70;9;
cluster_15ac_1err_9;15;1;9;2;4;2;53;58;8;
cluster_15ac_1err_9;15;1;9;1;5;2;53;74;9;
cluster_15ac_1err_9;15;1;9;0;7;3;53;2539;4;
cluster_15ac_1err_9;15;1;9;1;7;10;53;2539;4;
cluster_15ac_1err_9;15;1;9;2;7;6;53;2539;4;
cluster_15ac_1err_9;15;1;9;3;7;13;53;2539;4;
cluster_15ac_1err_9;15;1;9;4;7;1;53;2539;4;
cluster_15ac_1err_9;15;1;9;0;8;11;53;57;7;
cluster_15ac_1err_9;15;1;9;4;8;12;53;2536;4;
cluster_15ac_1err_9;15;1;9;3;9;12;53;102;24;
cluster_15ac_1err_9;15;1;9;4;9;7;53;2539;4;
cluster_15ac_1err_9;15;1;9;0;11;0;53;66;10;
cluster_15ac_1err_9;15;1;9;1;11;2;53;119;27;
cluster_15ac_1err_9;15;1;9;2;11;1;53;57;7;
cluster_15ac_1err_9;15;1;9;3;11;8;53;92;13;
cluster_15ac_1err_9;15;1;9;4;11;14;53;59;8;
cluster_15ac_1err_9;15;1;9;0;12;8;53;2536;4;
cluster_15ac_1err_9;15;1;9;1;12;11;53;2561;17;
cluster_15ac_1err_9;15;1;9;2;12;3;53;107;18;
cluster_15ac_1err_9;15;1;9;3;12;11;53;2566;16;
cluster_15ac_1err_9;15;1;9;4;12;11;53;2540;11;
cluster_15ac_1err_9;15;1;9;1;13;12;53;84;17;
cluster_15ac_1err_9;15;1;9;3;13;2;53;69;9;
cluster_15ac_1err_9;15;1;9;4;13;2;53;69;9;
cluster_15ac_1err_9;15;1;9;4;14;12;53;108;19;
cluster_15ac_2err_0;15;2;0;0;1;10;44;2659;32;
cluster_15ac_2err_0;15;2;0;1;1;5;44;127;20;
cluster_15ac_2err_0;15;2;0;2;1;12;44;113;18;
cluster_15ac_2err_0;15;2;0;3;1;13;44;140;29;
cluster_15ac_2err_0;15;2;0;4;1;14;44;171;26;
cluster_15ac_2err_0;15;2;0;0;2;14;44;88;20;
cluster_15ac_2err_0;15;2;0;1;2;6;44;110;22;
cluster_15ac_2err_0;15;2;0;2;2;11;44;117;23;
cluster_15ac_2err_0;15;2;0;3;2;13;44;78;26;
cluster_15ac_2err_0;15;2;0;4;2;0;44;132;29;
cluster_15ac_2err_0;15;2;0;2;3;1;44;130;22;
cluster_15ac_2err_0;15;2;0;3;3;2;44;95;20;
cluster_15ac_2err_0;15;2;0;2;4;1;44;99;16;
cluster_15ac_2err_0;15;2;0;2;5;13;44;69;9;
cluster_15ac_2err_0;15;2;0;3;5;2;44;110;23;
cluster_15ac_2err_0;15;2;0;2;6;13;44;57;8;
cluster_15ac_2err_0;15;2;0;2;8;1;44;2546;6;
cluster_15ac_2err_0;15;2;0;1;9;2;44;2567;12;
cluster_15ac_2err_0;15;2;0;3;9;13;44;73;9;
cluster_15ac_2err_0;15;2;0;2;10;13;44;67;10;
cluster_15ac_2err_0;15;2;0;3;10;2;44;132;27;
cluster_15ac_2err_0;15;2;0;4;11;1;44;119;25;
cluster_15ac_2err_0;15;2;0;0;13;12;44;71;9;
cluster_15ac_2err_0;15;2;0;1;13;14;44;65;8;
cluster_15ac_2err_0;15;2;0;2;13;8;44;56;9;
cluster_15ac_2err_0;15;2;0;3;13;14;44;68;10;
cluster_15ac_2err_0;15;2;0;4;13;1;44;121;26;
cluster_15ac_2err_1;15;2;1;0;0;10;104;2644;22;
cluster_15ac_2err_1;15;2;1;1;0;6;104;2663;27;
cluster_15ac_2err_1;15;2;1;2;0;8;104;2624;7;
cluster_15ac_2err_1;15;2;1;3;0;1;104;2625;8;
cluster_15ac_2err_1;15;2;1;4;0;6;104;2649;23;
cluster_15ac_2err_1;15;2;1;2;1;7;104;131;7;
cluster_15ac_2err_1;15;2;1;4;1;6;104;188;29;
cluster_15ac_2err_1;15;2;1;2;2;6;104;269;38;
cluster_15ac_2err_1;15;2;1;4;2;11;104;131;11;
cluster_15ac_2err_1;15;2;1;0;3;9;104;209;31;
cluster_15ac_2err_1;15;2;1;1;3;4;104;2663;26;
cluster_15ac_2err_1;15;2;1;2;3;8;104;2623;14;
cluster_15ac_2err_1;15;2;1;3;3;2;104;207;30;
cluster_15ac_2err_1;15;2;1;4;3;8;104;2611;12;
cluster_15ac_2err_1;15;2;1;4;4;0;104;2599;4;
cluster_15ac_2err_1;15;2;1;3;5;6;104;2628;14;
cluster_15ac_2err_1;15;2;1;4;5;3;104;156;19;
cluster_15ac_2err_1;15;2;1;0;6;13;104;111;11;
cluster_15ac_2err_1;15;2;1;1;6;0;104;2624;16;
cluster_15ac_2err_1;15;2;1;2;6;1;104;153;22;
cluster_15ac_2err_1;15;2;1;3;6;4;104;178;28;
cluster_15ac_2err_1;15;2;1;4;6;3;104;2743;46;
cluster_15ac_2err_1;15;2;1;0;7;2;104;108;4;
cluster_15ac_2err_1;15;2;1;1;7;11;104;124;13;
cluster_15ac_2err_1;15;2;1;2;7;10;104;208;28;
cluster_15ac_2err_1;15;2;1;3;7;8;104;109;4;
cluster_15ac_2err_1;15;2;1;4;7;1;104;109;4;
cluster_15ac_2err_1;15;2;1;0;8;0;104;2643;13;
cluster_15ac_2err_1;15;2;1;1;9;11;104;127;11;
cluster_15ac_2err_1;15;2;1;4;9;6;104;160;20;
cluster_15ac_2err_1;15;2;1;0;10;2;104;189;25;
cluster_15ac_2err_1;15;2;1;1;10;12;104;2632;17;
cluster_15ac_2err_1;15;2;1;2;10;9;104;176;23;
cluster_15ac_2err_1;15;2;1;3;10;6;104;245;42;
cluster_15ac_2err_1;15;2;1;4;10;12;104;2620;15;
cluster_15ac_2err_1;15;2;1;0;11;0;104;2667;29;
cluster_15ac_2err_1;15;2;1;1;11;3;104;291;50;
cluster_15ac_2err_1;15;2;1;2;11;4;104;120;9;
cluster_15ac_2err_1;15;2;1;3;11;0;104;2620;13;
cluster_15ac_2err_1;15;2;1;4;11;8;104;123;11;
cluster_15ac_2err_1;15;2;1;0;12;11;104;111;8;
cluster_15ac_2err_1;15;2;1;1;12;7;104;131;7;
cluster_15ac_2err_1;15;2;1;2;12;0;104;2615;6;
cluster_15ac_2err_1;15;2;1;0;13;10;104;2702;32;
cluster_15ac_2err_1;15;2;1;1;13;10;104;2642;18;
cluster_15ac_2err_1;15;2;1;3;13;10;104;2639;14;
cluster_15ac_2err_1;15;2;1;0;14;11;104;122;10;
cluster_15ac_2err_1;15;2;1;1;14;3;104;160;21;
cluster_15ac_2err_1;15;2;1;4;14;3;104;180;24;
cluster_15ac_2err_2;15;2;2;0;0;1;85;104;5;
cluster_15ac_2err_2;15;2;2;1;0;12;85;106;7;
cluster_15ac_2err_2;15;2;2;4;0;1;85;98;4;
cluster_15ac_2err_2;15;2;2;0;1;7;85;95;5;
cluster_15ac_2err_2;15;2;2;1;1;14;85;89;3;
cluster_15ac_2err_2;15;2;2;2;1;0;85;89;3;
cluster_15ac_2err_2;15;2;2;3;1;10;85;95;6;
cluster_15ac_2err_2;15;2;2;4;1;6;85;166;26;
cluster_15ac_2err_2;15;2;2;2;2;12;85;159;19;
cluster_15ac_2err_2;15;2;2;3;2;6;85;175;26;
cluster_15ac_2err_2;15;2;2;4;2;8;85;2640;21;
cluster_15ac_2err_2;15;2;2;3;3;9;85;204;30;
cluster_15ac_2err_2;15;2;2;3;4;1;85;101;4;
cluster_15ac_2err_2;15;2;2;0;5;1;85;107;7;
cluster_15ac_2err_2;15;2;2;0;6;0;85;113;12;
cluster_15ac_2err_2;15;2;2;1;6;9;85;195;43;
cluster_15ac_2err_2;15;2;2;2;6;7;85;127;15;
cluster_15ac_2err_2;15;2;2;3;6;4;85;2568;4;
cluster_15ac_2err_2;15;2;2;4;6;3;85;213;33;
cluster_15ac_2err_2;15;2;2;3;7;8;85;169;27;
cluster_15ac_2err_2;15;2;2;0;8;14;85;174;24;
cluster_15ac_2err_2;15;2;2;1;8;10;85;2613;16;
cluster_15ac_2err_2;15;2;2;2;8;4;85;198;33;
cluster_15ac_2err_2;15;2;2;3;8;7;85;2631;20;
cluster_15ac_2err_2;15;2;2;4;8;0;85;2676;23;
cluster_15ac_2err_2;15;2;2;0;9;0;85;142;21;
cluster_15ac_2err_2;15;2;2;1;9;5;85;158;24;
cluster_15ac_2err_2;15;2;2;2;9;4;85;2594;14;
cluster_15ac_2err_2;15;2;2;3;9;10;85;172;28;
cluster_15ac_2err_2;15;2;2;4;9;1;85;180;34;
cluster_15ac_2err_2;15;2;2;4;10;12;85;99;7;
cluster_15ac_2err_2;15;2;2;0;11;6;85;124;14;
cluster_15ac_2err_2;15;2;2;1;11;6;85;160;24;
cluster_15ac_2err_2;15;2;2;0;12;13;85;94;6;
cluster_15ac_2err_2;15;2;2;1;12;6;85;2635;23;
cluster_15ac_2err_2;15;2;2;2;12;1;85;181;25;
cluster_15ac_2err_2;15;2;2;3;12;4;85;113;10;
cluster_15ac_2err_2;15;2;2;4;12;13;85;126;10;
cluster_15ac_2err_2;15;2;2;4;13;6;85;120;13;
cluster_15ac_2err_2;15;2;2;1;14;8;85;139;19;
cluster_15ac_2err_2;15;2;2;2;14;9;85;230;40;
cluster_15ac_2err_3;15;2;3;0;0;12;82;215;40;
cluster_15ac_2err_3;15;2;3;1;0;9;82;128;21;
cluster_15ac_2err_3;15;2;3;2;0;8;82;150;25;
cluster_15ac_2err_3;15;2;3;3;0;4;82;176;32;
cluster_15ac_2err_3;15;2;3;4;0;4;82;202;34;
cluster_15ac_2err_3;15;2;3;0;1;2;82;319;62;
cluster_15ac_2err_3;15;2;3;1;1;2;82;263;50;
cluster_15ac_2err_3;15;2;3;2;1;9;82;189;28;
cluster_15ac_2err_3;15;2;3;3;1;7;82;136;27;
cluster_15ac_2err_3;15;2;3;4;1;12;82;168;29;
cluster_15ac_2err_3;15;2;3;0;2;13;82;2649;27;
cluster_15ac_2err_3;15;2;3;1;2;13;82;2661;39;
cluster_15ac_2err_3;15;2;3;2;2;14;82;172;27;
cluster_15ac_2err_3;15;2;3;3;2;3;82;2592;13;
cluster_15ac_2err_3;15;2;3;4;2;5;82;226;44;
cluster_15ac_2err_3;15;2;3;2;3;2;82;2585;12;
cluster_15ac_2err_3;15;2;3;0;4;0;82;177;23;
cluster_15ac_2err_3;15;2;3;1;4;1;82;125;16;
cluster_15ac_2err_3;15;2;3;3;4;7;82;232;29;
cluster_15ac_2err_3;15;2;3;4;5;7;82;127;26;
cluster_15ac_2err_3;15;2;3;2;6;12;82;100;8;
cluster_15ac_2err_3;15;2;3;0;7;10;82;82;3;
cluster_15ac_2err_3;15;2;3;1;7;5;82;110;8;
cluster_15ac_2err_3;15;2;3;2;7;2;82;2675;33;
cluster_15ac_2err_3;15;2;3;3;7;3;82;98;4;
cluster_15ac_2err_3;15;2;3;4;7;8;82;84;3;
cluster_15ac_2err_3;15;2;3;0;8;7;82;146;14;
cluster_15ac_2err_3;15;2;3;4;8;7;82;95;6;
cluster_15ac_2err_3;15;2;3;0;9;12;82;103;8;
cluster_15ac_2err_3;15;2;3;2;9;0;82;188;30;
cluster_15ac_2err_3;15;2;3;3;10;0;82;179;27;
cluster_15ac_2err_3;15;2;3;4;10;2;82;192;42;
cluster_15ac_2err_3;15;2;3;0;12;2;82;334;66;
cluster_15ac_2err_3;15;2;3;1;12;14;82;91;7;
cluster_15ac_2err_3;15;2;3;2;12;5;82;117;9;
cluster_15ac_2err_3;15;2;3;3;12;9;82;101;8;
cluster_15ac_2err_3;15;2;3;4;12;3;82;100;8;
cluster_15ac_2err_3;15;2;3;0;13;2;82;2663;34;
cluster_15ac_2err_3;15;2;3;2;14;7;82;92;6;
cluster_15ac_2err_3;15;2;3;3;14;0;82;172;23;
cluster_15ac_2err_3;15;2;3;4;14;7;82;98;4;
cluster_15ac_2err_4;15;2;4;0;0;13;157;233;26;
cluster_15ac_2err_4;15;2;4;1;0;14;157;5197;22;
cluster_15ac_2err_4;15;2;4;2;0;9;157;7651;2;
cluster_15ac_2err_4;15;2;4;3;0;13;157;2754;26;
cluster_15ac_2err_4;15;2;4;4;0;12;157;5187;19;
cluster_15ac_2err_4;15;2;4;0;1;3;157;2677;30;
cluster_15ac_2err_4;15;2;4;1;1;7;157;2703;31;
cluster_15ac_2err_4;15;2;4;2;1;7;157;2688;32;
cluster_15ac_2err_4;15;2;4;3;1;8;157;2713;31;
cluster_15ac_2err_4;15;2;4;4;1;4;157;2765;34;
cluster_15ac_2err_4;15;2;4;0;2;12;157;2630;5;
cluster_15ac_2err_4;15;2;4;1;2;1;157;5100;11;
cluster_15ac_2err_4;15;2;4;2;2;0;157;7730;34;
cluster_15ac_2err_4;15;2;4;3;2;12;157;2630;5;
cluster_15ac_2err_4;15;2;4;4;2;7;157;5117;9;
cluster_15ac_2err_4;15;2;4;0;3;1;157;2716;37;
cluster_15ac_2err_4;15;2;4;1;3;12;157;272;33;
cluster_15ac_2err_4;15;2;4;2;3;1;157;2820;42;
cluster_15ac_2err_4;15;2;4;3;3;0;157;5180;17;
cluster_15ac_2err_4;15;2;4;4;3;6;157;189;12;
cluster_15ac_2err_4;15;2;4;0;4;14;157;2782;38;
cluster_15ac_2err_4;15;2;4;1;4;8;157;211;31;
cluster_15ac_2err_4;15;2;4;2;4;9;157;2691;18;
cluster_15ac_2err_4;15;2;4;3;4;14;157;2729;27;
cluster_15ac_2err_4;15;2;4;4;4;13;157;2682;30;
cluster_15ac_2err_4;15;2;4;0;5;13;157;2649;3;
cluster_15ac_2err_4;15;2;4;3;5;2;157;2630;5;
cluster_15ac_2err_4;15;2;4;4;5;4;157;5131;5;
cluster_15ac_2err_4;15;2;4;0;6;4;157;5131;5;
cluster_15ac_2err_4;15;2;4;2;6;1;157;2627;5;
cluster_15ac_2err_4;15;2;4;0;7;14;157;254;27;
cluster_15ac_2err_4;15;2;4;1;7;10;157;205;23;
cluster_15ac_2err_4;15;2;4;2;7;0;157;5196;21;
cluster_15ac_2err_4;15;2;4;3;7;10;157;2644;4;
cluster_15ac_2err_4;15;2;4;4;7;1;157;2738;33;
cluster_15ac_2err_4;15;2;4;0;8;11;157;5123;8;
cluster_15ac_2err_4;15;2;4;1;8;6;157;274;29;
cluster_15ac_2err_4;15;2;4;2;8;9;157;304;29;
cluster_15ac_2err_4;15;2;4;3;8;3;157;2702;22;
cluster_15ac_2err_4;15;2;4;4;8;11;157;5123;8;
cluster_15ac_2err_4;15;2;4;0;9;4;157;255;31;
cluster_15ac_2err_4;15;2;4;2;9;1;157;260;28;
cluster_15ac_2err_4;15;2;4;3;9;3;157;2726;15;
cluster_15ac_2err_4;15;2;4;4;9;13;157;273;32;
cluster_15ac_2err_4;15;2;4;0;10;0;157;5216;23;
cluster_15ac_2err_4;15;2;4;1;10;11;157;2628;5;
cluster_15ac_2err_4;15;2;4;2;10;8;157;2652;2;
cluster_15ac_2err_4;15;2;4;4;10;1;157;2627;5;
cluster_15ac_2err_4;15;2;4;0;11;8;157;2669;16;
cluster_15ac_2err_4;15;2;4;1;11;13;157;2748;36;
cluster_15ac_2err_4;15;2;4;2;11;6;157;2628;5;
cluster_15ac_2err_4;15;2;4;3;11;14;157;2628;5;
cluster_15ac_2err_4;15;2;4;4;11;0;157;2683;25;
cluster_15ac_2err_4;15;2;4;2;12;3;157;313;26;
cluster_15ac_2err_4;15;2;4;3;12;1;157;2627;5;
cluster_15ac_2err_4;15;2;4;4;12;8;157;218;15;
cluster_15ac_2err_4;15;2;4;0;13;14;157;2649;3;
cluster_15ac_2err_4;15;2;4;1;13;5;157;2649;3;
cluster_15ac_2err_4;15;2;4;2;13;9;157;217;24;
cluster_15ac_2err_4;15;2;4;3;13;5;157;2649;3;
cluster_15ac_2err_4;15;2;4;4;13;2;157;5122;8;
cluster_15ac_2err_4;15;2;4;0;14;1;157;2627;5;
cluster_15ac_2err_4;15;2;4;1;14;13;157;285;35;
cluster_15ac_2err_4;15;2;4;2;14;8;157;293;31;
cluster_15ac_2err_4;15;2;4;3;14;7;157;2644;4;
cluster_15ac_2err_5;15;2;5;1;0;12;87;212;39;
cluster_15ac_2err_5;15;2;5;2;0;7;87;193;39;
cluster_15ac_2err_5;15;2;5;0;1;5;87;2655;30;
cluster_15ac_2err_5;15;2;5;1;1;3;87;2641;38;
cluster_15ac_2err_5;15;2;5;2;1;0;87;218;42;
cluster_15ac_2err_5;15;2;5;3;1;2;87;2718;43;
cluster_15ac_2err_5;15;2;5;4;1;2;87;2689;45;
cluster_15ac_2err_5;15;2;5;0;2;1;87;2692;40;
cluster_15ac_2err_5;15;2;5;1;2;11;87;210;39;
cluster_15ac_2err_5;15;2;5;2;2;3;87;2657;34;
cluster_15ac_2err_5;15;2;5;3;2;0;87;210;37;
cluster_15ac_2err_5;15;2;5;4;2;12;87;5063;11;
cluster_15ac_2err_5;15;2;5;0;3;13;87;208;30;
cluster_15ac_2err_5;15;2;5;1;3;14;87;146;16;
cluster_15ac_2err_5;15;2;5;2;3;11;87;214;34;
cluster_15ac_2err_5;15;2;5;3;3;0;87;112;10;
cluster_15ac_2err_5;15;2;5;4;3;8;87;114;12;
cluster_15ac_2err_5;15;2;5;0;4;3;87;112;10;
cluster_15ac_2err_5;15;2;5;1;4;1;87;2579;12;
cluster_15ac_2err_5;15;2;5;2;4;2;87;173;35;
cluster_15ac_2err_5;15;2;5;0;5;2;87;208;29;
cluster_15ac_2err_5;15;2;5;0;6;14;87;119;14;
cluster_15ac_2err_5;15;2;5;1;6;5;87;2569;4;
cluster_15ac_2err_5;15;2;5;2;6;1;87;217;48;
cluster_15ac_2err_5;15;2;5;3;6;2;87;189;37;
cluster_15ac_2err_5;15;2;5;4;6;0;87;98;10;
cluster_15ac_2err_5;15;2;5;0;7;14;87;133;27;
cluster_15ac_2err_5;15;2;5;1;7;9;87;2574;4;
cluster_15ac_2err_5;15;2;5;2;7;11;87;145;21;
cluster_15ac_2err_5;15;2;5;3;7;8;87;231;44;
cluster_15ac_2err_5;15;2;5;4;7;0;87;180;26;
cluster_15ac_2err_5;15;2;5;1;8;3;87;154;34;
cluster_15ac_2err_5;15;2;5;2;8;2;87;2579;3;
cluster_15ac_2err_5;15;2;5;3;8;2;87;2579;3;
cluster_15ac_2err_5;15;2;5;4;8;1;87;256;52;
cluster_15ac_2err_5;15;2;5;0;9;1;87;234;41;
cluster_15ac_2err_5;15;2;5;3;9;7;87;237;41;
cluster_15ac_2err_5;15;2;5;4;10;7;87;165;26;
cluster_15ac_2err_5;15;2;5;0;12;7;87;184;38;
cluster_15ac_2err_5;15;2;5;1;12;9;87;182;29;
cluster_15ac_2err_5;15;2;5;2;12;6;87;205;34;
cluster_15ac_2err_5;15;2;5;3;12;1;87;2691;47;
cluster_15ac_2err_5;15;2;5;4;12;9;87;2584;8;
cluster_15ac_2err_5;15;2;5;3;13;6;87;95;11;
cluster_15ac_2err_5;15;2;5;4;13;1;87;183;47;
cluster_15ac_2err_5;15;2;5;1;14;7;87;163;35;
