cluster;nbAircraft;uncertainty;clusterId;iterations;rdOff1;rdOff2;InitialConfigurationCost;AlgorithmConfigurationCost;ConfigurationsDistance
cluster_20ac_2err_2;20;2;2;3;7;0;288;2779;3;
cluster_20ac_2err_2;20;2;2;4;7;17;288;2779;3;
cluster_20ac_2err_2;20;2;2;0;8;18;288;2768;4;
cluster_20ac_2err_2;20;2;2;1;8;10;288;312;12;
cluster_20ac_2err_2;20;2;2;2;8;17;288;2768;4;
cluster_20ac_2err_2;20;2;2;3;8;11;288;2768;4;
cluster_20ac_2err_2;20;2;2;4;8;19;288;5256;8;
cluster_20ac_2err_2;20;2;2;0;9;4;288;2759;5;
cluster_20ac_2err_2;20;2;2;1;9;3;288;7738;7;
cluster_20ac_2err_2;20;2;2;2;9;12;288;2796;6;
cluster_20ac_2err_2;20;2;2;0;10;19;288;2776;3;
cluster_20ac_2err_2;20;2;2;1;10;6;288;5373;51;
cluster_20ac_2err_2;20;2;2;2;10;12;288;2821;15;
cluster_20ac_2err_2;20;2;2;0;11;2;288;2851;44;
cluster_20ac_2err_2;20;2;2;1;11;7;288;2779;3;
cluster_20ac_2err_2;20;2;2;4;11;2;288;5275;4;
cluster_20ac_2err_2;20;2;2;0;12;9;288;356;16;
cluster_20ac_2err_2;20;2;2;1;12;10;288;2792;6;
cluster_20ac_2err_2;20;2;2;2;12;9;288;2857;44;
cluster_20ac_2err_2;20;2;2;3;12;19;288;7763;7;
cluster_20ac_2err_2;20;2;2;4;12;17;288;5275;4;
cluster_20ac_2err_2;20;2;2;0;13;4;288;5250;8;
cluster_20ac_2err_2;20;2;2;1;13;0;288;2779;3;
cluster_20ac_2err_2;20;2;2;2;13;18;288;2779;3;
cluster_20ac_2err_2;20;2;2;3;13;9;288;2779;3;
cluster_20ac_2err_2;20;2;2;4;13;12;288;7766;7;
cluster_20ac_2err_2;20;2;2;0;14;18;288;5266;5;
cluster_20ac_2err_2;20;2;2;1;14;0;288;5266;5;
cluster_20ac_2err_2;20;2;2;2;14;10;288;5266;5;
cluster_20ac_2err_2;20;2;2;3;14;0;288;5266;5;
cluster_20ac_2err_2;20;2;2;4;14;10;288;2825;35;
cluster_20ac_2err_2;20;2;2;0;15;14;288;7815;29;
cluster_20ac_2err_2;20;2;2;1;15;0;288;7743;7;
cluster_20ac_2err_2;20;2;2;2;15;1;288;7830;73;
cluster_20ac_2err_2;20;2;2;3;15;3;288;5399;76;
cluster_20ac_2err_2;20;2;2;4;15;13;288;7861;56;
cluster_20ac_2err_2;20;2;2;0;16;1;288;10247;6;
cluster_20ac_2err_2;20;2;2;3;16;2;288;451;42;
cluster_20ac_2err_2;20;2;2;4;16;1;288;7813;69;
cluster_20ac_2err_2;20;2;2;0;17;4;288;2759;5;
cluster_20ac_2err_2;20;2;2;2;17;6;288;5355;46;
cluster_20ac_2err_2;20;2;2;3;17;4;288;2759;5;
cluster_20ac_2err_2;20;2;2;4;17;3;288;7738;7;
cluster_20ac_2err_2;20;2;2;0;18;14;288;5266;5;
cluster_20ac_2err_2;20;2;2;1;18;4;288;2759;5;
cluster_20ac_2err_2;20;2;2;2;18;6;288;7763;5;
cluster_20ac_2err_2;20;2;2;4;18;7;288;2779;3;
cluster_20ac_2err_2;20;2;2;0;19;10;288;2776;3;
cluster_20ac_2err_2;20;2;2;1;19;13;288;5267;6;
cluster_20ac_2err_2;20;2;2;2;19;15;288;7842;73;
cluster_20ac_2err_2;20;2;2;3;19;4;288;5240;10;
cluster_20ac_2err_2;20;2;2;4;19;2;288;7763;7;
cluster_20ac_2err_3;20;2;3;1;0;15;231;2722;3;
cluster_20ac_2err_3;20;2;3;3;0;12;231;5185;25;
cluster_20ac_2err_3;20;2;3;4;0;18;231;7707;5;
cluster_20ac_2err_3;20;2;3;0;1;3;231;7688;7;
cluster_20ac_2err_3;20;2;3;1;1;10;231;2710;5;
cluster_20ac_2err_3;20;2;3;4;1;17;231;2721;3;
cluster_20ac_2err_3;20;2;3;0;2;11;231;5210;5;
cluster_20ac_2err_3;20;2;3;2;2;11;231;2816;47;
cluster_20ac_2err_3;20;2;3;3;2;15;231;2722;3;
cluster_20ac_2err_3;20;2;3;4;2;10;231;2710;5;
cluster_20ac_2err_3;20;2;3;0;3;14;231;7688;7;
cluster_20ac_2err_3;20;2;3;1;3;2;231;7688;7;
cluster_20ac_2err_3;20;2;3;2;3;17;231;7729;43;
cluster_20ac_2err_3;20;2;3;3;3;11;231;7715;41;
cluster_20ac_2err_3;20;2;3;4;3;12;231;10156;45;
cluster_20ac_2err_3;20;2;3;0;4;16;231;5212;6;
cluster_20ac_2err_3;20;2;3;1;4;6;231;2718;4;
cluster_20ac_2err_3;20;2;3;2;4;13;231;7701;8;
cluster_20ac_2err_3;20;2;3;3;4;0;231;244;7;
cluster_20ac_2err_3;20;2;3;4;4;5;231;2718;4;
cluster_20ac_2err_3;20;2;3;1;5;15;231;2722;3;
cluster_20ac_2err_3;20;2;3;2;5;11;231;5210;5;
cluster_20ac_2err_3;20;2;3;1;6;15;231;2722;3;
cluster_20ac_2err_3;20;2;3;1;7;17;231;2721;3;
cluster_20ac_2err_3;20;2;3;2;7;11;231;5210;5;
cluster_20ac_2err_3;20;2;3;3;7;12;231;5195;24;
cluster_20ac_2err_3;20;2;3;2;8;12;231;5202;5;
cluster_20ac_2err_3;20;2;3;3;8;17;231;2721;3;
cluster_20ac_2err_3;20;2;3;0;9;8;231;2715;24;
cluster_20ac_2err_3;20;2;3;1;9;8;231;5190;26;
cluster_20ac_2err_3;20;2;3;2;9;5;231;5329;50;
cluster_20ac_2err_3;20;2;3;3;9;15;231;7717;25;
cluster_20ac_2err_3;20;2;3;4;9;2;231;7693;6;
cluster_20ac_2err_3;20;2;3;0;10;15;231;2776;28;
cluster_20ac_2err_3;20;2;3;1;10;0;231;2710;5;
cluster_20ac_2err_3;20;2;3;2;10;2;231;2710;5;
cluster_20ac_2err_3;20;2;3;3;10;1;231;2710;5;
cluster_20ac_2err_3;20;2;3;4;10;3;231;10167;11;
cluster_20ac_2err_3;20;2;3;0;11;18;231;10362;70;
cluster_20ac_2err_3;20;2;3;1;11;4;231;7697;8;
cluster_20ac_2err_3;20;2;3;2;11;17;231;5290;43;
cluster_20ac_2err_3;20;2;3;3;11;5;231;5210;5;
cluster_20ac_2err_3;20;2;3;4;11;18;231;10216;68;
cluster_20ac_2err_3;20;2;3;0;12;2;231;5202;5;
cluster_20ac_2err_3;20;2;3;1;12;3;231;10180;45;
cluster_20ac_2err_3;20;2;3;2;12;17;231;7692;9;
cluster_20ac_2err_3;20;2;3;3;12;1;231;5202;5;
cluster_20ac_2err_3;20;2;3;4;12;14;231;5202;5;
cluster_20ac_2err_3;20;2;3;0;13;11;231;7718;41;
cluster_20ac_2err_3;20;2;3;1;13;1;231;5214;4;
cluster_20ac_2err_3;20;2;3;2;13;9;231;5373;72;
cluster_20ac_2err_3;20;2;3;3;13;0;231;5214;4;
cluster_20ac_2err_3;20;2;3;4;13;17;231;7704;7;
cluster_20ac_2err_3;20;2;3;0;14;18;231;7707;5;
cluster_20ac_2err_3;20;2;3;1;14;13;231;5214;4;
cluster_20ac_2err_3;20;2;3;2;14;16;231;2725;2;
cluster_20ac_2err_3;20;2;3;3;14;13;231;5214;4;
cluster_20ac_2err_3;20;2;3;4;14;4;231;244;7;
cluster_20ac_2err_3;20;2;3;0;15;0;231;2722;3;
cluster_20ac_2err_3;20;2;3;1;15;12;231;7693;8;
cluster_20ac_2err_3;20;2;3;2;15;8;231;2722;3;
cluster_20ac_2err_3;20;2;3;3;15;9;231;7695;20;
cluster_20ac_2err_3;20;2;3;4;15;16;231;5195;10;
cluster_20ac_2err_3;20;2;3;0;16;11;231;5204;7;
cluster_20ac_2err_3;20;2;3;1;16;19;231;2725;2;
cluster_20ac_2err_3;20;2;3;2;16;4;231;5212;6;
cluster_20ac_2err_3;20;2;3;3;16;5;231;2725;2;
cluster_20ac_2err_3;20;2;3;4;16;0;231;2725;2;
cluster_20ac_2err_3;20;2;3;0;17;7;231;262;10;
cluster_20ac_2err_3;20;2;3;1;17;0;231;251;9;
cluster_20ac_2err_3;20;2;3;2;17;15;231;5212;6;
cluster_20ac_2err_3;20;2;3;3;17;1;231;2721;3;
cluster_20ac_2err_3;20;2;3;4;17;12;231;5262;39;
cluster_20ac_2err_3;20;2;3;0;18;0;231;7707;5;
cluster_20ac_2err_3;20;2;3;1;18;1;231;7707;5;
cluster_20ac_2err_3;20;2;3;2;18;13;231;7817;68;
cluster_20ac_2err_3;20;2;3;3;18;2;231;5400;69;
cluster_20ac_2err_3;20;2;3;4;18;2;231;7707;5;
cluster_20ac_2err_3;20;2;3;0;19;17;231;262;10;
cluster_20ac_2err_3;20;2;3;3;19;13;231;5214;4;
cluster_20ac_2err_4;20;2;4;0;0;17;235;5344;54;
cluster_20ac_2err_4;20;2;4;1;0;15;235;2874;65;
cluster_20ac_2err_4;20;2;4;2;0;15;235;2849;63;
cluster_20ac_2err_4;20;2;4;3;0;9;235;2746;18;
cluster_20ac_2err_4;20;2;4;4;0;16;235;2839;59;
cluster_20ac_2err_4;20;2;4;0;1;11;235;323;19;
cluster_20ac_2err_4;20;2;4;1;1;6;235;2851;60;
cluster_20ac_2err_4;20;2;4;2;1;2;235;7794;60;
cluster_20ac_2err_4;20;2;4;3;1;9;235;2730;2;
cluster_20ac_2err_4;20;2;4;4;1;15;235;5295;55;
cluster_20ac_2err_4;20;2;4;0;2;14;235;2892;73;
cluster_20ac_2err_4;20;2;4;1;2;3;235;7802;27;
cluster_20ac_2err_4;20;2;4;2;2;1;235;12696;8;
cluster_20ac_2err_4;20;2;4;3;2;19;235;7808;29;
cluster_20ac_2err_4;20;2;4;4;2;10;235;15172;11;
cluster_20ac_2err_4;20;2;4;0;3;6;235;5221;4;
cluster_20ac_2err_4;20;2;4;1;3;2;235;7776;62;
cluster_20ac_2err_4;20;2;4;4;3;17;235;5217;4;
cluster_20ac_2err_4;20;2;4;0;4;7;235;5333;53;
cluster_20ac_2err_4;20;2;4;1;4;11;235;2733;1;
cluster_20ac_2err_4;20;2;4;2;4;17;235;5341;63;
cluster_20ac_2err_4;20;2;4;3;4;5;235;2733;1;
cluster_20ac_2err_4;20;2;4;4;4;0;235;2715;13;
cluster_20ac_2err_4;20;2;4;0;5;13;235;2861;56;
cluster_20ac_2err_4;20;2;4;2;5;13;235;5211;5;
cluster_20ac_2err_4;20;2;4;3;5;18;235;2726;3;
cluster_20ac_2err_4;20;2;4;4;5;15;235;5383;53;
cluster_20ac_2err_4;20;2;4;0;6;16;235;7712;7;
cluster_20ac_2err_4;20;2;4;1;6;10;235;7692;9;
cluster_20ac_2err_4;20;2;4;2;6;1;235;2843;50;
cluster_20ac_2err_4;20;2;4;3;6;1;235;7716;6;
cluster_20ac_2err_4;20;2;4;4;6;7;235;10354;69;
cluster_20ac_2err_4;20;2;4;0;7;3;235;10206;5;
cluster_20ac_2err_4;20;2;4;1;7;12;235;10189;10;
cluster_20ac_2err_4;20;2;4;2;7;8;235;10206;5;
cluster_20ac_2err_4;20;2;4;3;7;19;235;10206;5;
cluster_20ac_2err_4;20;2;4;4;7;6;235;5360;62;
cluster_20ac_2err_4;20;2;4;1;8;14;235;2717;4;
cluster_20ac_2err_4;20;2;4;2;8;2;235;10201;6;
cluster_20ac_2err_4;20;2;4;3;8;16;235;2726;3;
cluster_20ac_2err_4;20;2;4;0;9;17;235;5217;4;
cluster_20ac_2err_4;20;2;4;1;9;16;235;2726;3;
cluster_20ac_2err_4;20;2;4;3;9;0;235;2728;19;
cluster_20ac_2err_4;20;2;4;4;9;16;235;2715;17;
cluster_20ac_2err_4;20;2;4;0;10;14;235;7688;10;
cluster_20ac_2err_4;20;2;4;1;10;4;235;7704;7;
cluster_20ac_2err_4;20;2;4;2;10;11;235;5206;5;
cluster_20ac_2err_4;20;2;4;3;10;12;235;5206;5;
cluster_20ac_2err_4;20;2;4;4;10;16;235;5280;47;
cluster_20ac_2err_4;20;2;4;0;11;14;235;2717;4;
cluster_20ac_2err_4;20;2;4;1;11;10;235;5206;5;
cluster_20ac_2err_4;20;2;4;3;11;10;235;5206;5;
cluster_20ac_2err_4;20;2;4;4;11;15;235;7713;5;
cluster_20ac_2err_4;20;2;4;0;12;13;235;2718;6;
cluster_20ac_2err_4;20;2;4;1;12;16;235;2726;3;
cluster_20ac_2err_4;20;2;4;2;12;4;235;2733;1;
cluster_20ac_2err_4;20;2;4;4;12;4;235;2733;1;
cluster_20ac_2err_4;20;2;4;0;13;5;235;2720;7;
cluster_20ac_2err_4;20;2;4;1;13;6;235;2853;62;
cluster_20ac_2err_4;20;2;4;2;13;12;235;2720;7;
cluster_20ac_2err_4;20;2;4;3;13;17;235;7719;15;
cluster_20ac_2err_4;20;2;4;4;13;0;235;2806;57;
cluster_20ac_2err_4;20;2;4;0;14;18;235;2847;55;
cluster_20ac_2err_4;20;2;4;1;14;13;235;7693;9;
cluster_20ac_2err_4;20;2;4;2;14;16;235;2787;44;
cluster_20ac_2err_4;20;2;4;3;14;13;235;7693;9;
cluster_20ac_2err_4;20;2;4;4;14;8;235;2717;4;
cluster_20ac_2err_4;20;2;4;0;15;4;235;2871;53;
cluster_20ac_2err_4;20;2;4;1;15;13;235;5312;67;
cluster_20ac_2err_4;20;2;4;2;15;14;235;5403;68;
cluster_20ac_2err_4;20;2;4;3;15;2;235;17679;11;
cluster_20ac_2err_4;20;2;4;4;15;2;235;17679;11;
cluster_20ac_2err_4;20;2;4;0;16;1;235;5213;7;
cluster_20ac_2err_4;20;2;4;1;16;0;235;2720;17;
cluster_20ac_2err_4;20;2;4;2;16;13;235;2758;16;
cluster_20ac_2err_4;20;2;4;3;16;14;235;5208;7;
cluster_20ac_2err_4;20;2;4;4;16;12;235;2726;3;
cluster_20ac_2err_4;20;2;4;0;17;15;235;12695;9;
cluster_20ac_2err_4;20;2;4;1;17;16;235;7708;7;
cluster_20ac_2err_4;20;2;4;2;17;2;235;5346;68;
cluster_20ac_2err_4;20;2;4;3;17;9;235;5217;4;
cluster_20ac_2err_4;20;2;4;4;17;14;235;7699;8;
cluster_20ac_2err_4;20;2;4;0;18;17;235;5323;57;
cluster_20ac_2err_4;20;2;4;1;18;6;235;2820;59;
cluster_20ac_2err_4;20;2;4;2;18;14;235;5208;7;
cluster_20ac_2err_4;20;2;4;3;18;12;235;2715;13;
cluster_20ac_2err_4;20;2;4;4;18;0;235;2857;45;
cluster_20ac_2err_4;20;2;4;0;19;4;235;242;4;
cluster_20ac_2err_4;20;2;4;1;19;1;235;2730;2;
cluster_20ac_2err_4;20;2;4;2;19;4;235;2733;1;
cluster_20ac_2err_4;20;2;4;3;19;4;235;2732;12;
cluster_20ac_2err_4;20;2;4;4;19;6;235;2890;61;
cluster_20ac_2err_5;20;2;5;0;0;4;103020;17921;125;
cluster_20ac_2err_5;20;2;5;1;0;5;103020;25446;128;
cluster_20ac_2err_5;20;2;5;2;0;16;103020;22946;126;
cluster_20ac_2err_5;20;2;5;3;0;15;103020;30156;105;
cluster_20ac_2err_5;20;2;5;4;0;4;103020;20444;123;
cluster_20ac_2err_5;20;2;5;0;1;12;103020;25338;106;
cluster_20ac_2err_5;20;2;5;1;1;9;103020;20382;119;
cluster_20ac_2err_5;20;2;5;2;1;12;103020;22806;94;
cluster_20ac_2err_5;20;2;5;3;1;13;103020;17837;116;
cluster_20ac_2err_5;20;2;5;4;1;8;103020;17909;123;
cluster_20ac_2err_5;20;2;5;0;2;12;103020;22805;101;
cluster_20ac_2err_5;20;2;5;1;2;5;103020;22704;112;
cluster_20ac_2err_5;20;2;5;2;2;5;103020;25208;110;
cluster_20ac_2err_5;20;2;5;3;2;1;103020;15525;122;
cluster_20ac_2err_5;20;2;5;4;2;4;103020;20407;122;
cluster_20ac_2err_5;20;2;5;0;3;15;103020;20489;125;
cluster_20ac_2err_5;20;2;5;1;3;0;103020;32748;98;
cluster_20ac_2err_5;20;2;5;2;3;12;103020;22830;102;
cluster_20ac_2err_5;20;2;5;3;3;0;103020;30302;96;
cluster_20ac_2err_5;20;2;5;4;3;14;103020;17816;113;
cluster_20ac_2err_5;20;2;5;0;4;2;103020;20462;121;
cluster_20ac_2err_5;20;2;5;1;4;11;103020;22747;109;
cluster_20ac_2err_5;20;2;5;2;4;1;103020;12974;115;
cluster_20ac_2err_5;20;2;5;3;4;8;103020;17834;119;
cluster_20ac_2err_5;20;2;5;4;4;1;103020;22798;105;
cluster_20ac_2err_5;20;2;5;0;5;10;103020;22779;112;
cluster_20ac_2err_5;20;2;5;1;5;7;103020;27853;124;
cluster_20ac_2err_5;20;2;5;2;5;17;103020;17894;126;
cluster_20ac_2err_5;20;2;5;3;5;12;103020;17775;111;
cluster_20ac_2err_5;20;2;5;4;5;15;103020;17912;124;
cluster_20ac_2err_5;20;2;5;0;6;11;103020;25225;98;
cluster_20ac_2err_5;20;2;5;1;6;8;103020;20268;103;
cluster_20ac_2err_5;20;2;5;2;6;4;103020;20427;113;
cluster_20ac_2err_5;20;2;5;3;6;5;103020;22926;130;
cluster_20ac_2err_5;20;2;5;4;6;13;103020;20380;120;
cluster_20ac_2err_5;20;2;5;0;7;1;103020;17891;112;
cluster_20ac_2err_5;20;2;5;1;7;3;103020;20470;122;
cluster_20ac_2err_5;20;2;5;2;7;4;103020;25340;112;
cluster_20ac_2err_5;20;2;5;3;7;8;103020;20352;110;
cluster_20ac_2err_5;20;2;5;4;7;3;103020;25220;108;
cluster_20ac_2err_5;20;2;5;0;8;10;103020;20410;120;
cluster_20ac_2err_5;20;2;5;1;8;7;103020;20309;108;
cluster_20ac_2err_5;20;2;5;2;8;1;103020;20273;101;
cluster_20ac_2err_5;20;2;5;3;8;3;103020;20428;128;
cluster_20ac_2err_5;20;2;5;4;8;9;103020;25184;101;
cluster_20ac_2err_5;20;2;5;0;9;1;103020;20509;126;
cluster_20ac_2err_5;20;2;5;1;9;17;103020;25182;100;
cluster_20ac_2err_5;20;2;5;2;9;0;103020;27907;122;
cluster_20ac_2err_5;20;2;5;3;9;6;103020;22879;117;
cluster_20ac_2err_5;20;2;5;4;9;19;103020;22840;120;
cluster_20ac_2err_5;20;2;5;0;10;5;103020;22787;113;
cluster_20ac_2err_5;20;2;5;1;10;7;103020;20229;99;
cluster_20ac_2err_5;20;2;5;2;10;14;103020;20338;101;
cluster_20ac_2err_5;20;2;5;3;10;2;103020;22936;124;
cluster_20ac_2err_5;20;2;5;4;10;16;103020;17883;117;
cluster_20ac_2err_5;20;2;5;0;11;12;103020;22758;98;
cluster_20ac_2err_5;20;2;5;1;11;15;103020;17908;121;
cluster_20ac_2err_5;20;2;5;2;11;3;103020;17944;124;
cluster_20ac_2err_5;20;2;5;3;11;13;103020;17866;120;
cluster_20ac_2err_5;20;2;5;4;11;19;103020;17919;121;
cluster_20ac_2err_5;20;2;5;0;12;15;103020;20280;106;
cluster_20ac_2err_5;20;2;5;1;12;15;103020;20307;106;
cluster_20ac_2err_5;20;2;5;2;12;2;103020;25248;105;
cluster_20ac_2err_5;20;2;5;3;12;13;103020;22750;95;
cluster_20ac_2err_5;20;2;5;4;12;16;103020;25239;101;
cluster_20ac_2err_5;20;2;5;0;13;11;103020;20390;114;
cluster_20ac_2err_5;20;2;5;1;13;3;103020;20412;122;
cluster_20ac_2err_5;20;2;5;2;13;15;103020;20379;115;
cluster_20ac_2err_5;20;2;5;3;13;17;103020;22774;102;
cluster_20ac_2err_5;20;2;5;4;13;17;103020;27712;105;
cluster_20ac_2err_5;20;2;5;0;14;7;103020;25203;101;
cluster_20ac_2err_5;20;2;5;1;14;9;103020;22723;107;
cluster_20ac_2err_5;20;2;5;2;14;3;103020;22826;103;
cluster_20ac_2err_5;20;2;5;3;14;9;103020;20287;105;
cluster_20ac_2err_5;20;2;5;4;14;17;103020;12776;101;
cluster_20ac_2err_5;20;2;5;0;15;18;103020;20347;101;
cluster_20ac_2err_5;20;2;5;1;15;18;103020;22759;99;
cluster_20ac_2err_5;20;2;5;2;15;1;103020;25204;99;
cluster_20ac_2err_5;20;2;5;3;15;10;103020;25207;104;
cluster_20ac_2err_5;20;2;5;4;15;6;103020;20418;121;
cluster_20ac_2err_5;20;2;5;0;16;17;103020;12957;120;
cluster_20ac_2err_5;20;2;5;1;16;8;103020;12921;121;
cluster_20ac_2err_5;20;2;5;2;16;6;103020;20366;120;
cluster_20ac_2err_5;20;2;5;3;16;14;103020;17957;119;
cluster_20ac_2err_5;20;2;5;4;16;13;103020;17859;111;
cluster_20ac_2err_5;20;2;5;0;17;7;103020;35353;109;
cluster_20ac_2err_5;20;2;5;1;17;14;103020;10483;110;
cluster_20ac_2err_5;20;2;5;2;17;6;103020;22756;102;
cluster_20ac_2err_5;20;2;5;3;17;11;103020;17921;123;
cluster_20ac_2err_5;20;2;5;4;17;11;103020;17882;114;
cluster_20ac_2err_5;20;2;5;0;18;14;103020;20298;102;
cluster_20ac_2err_5;20;2;5;1;18;4;103020;17897;117;
cluster_20ac_2err_5;20;2;5;2;18;2;103020;25264;95;
cluster_20ac_2err_5;20;2;5;3;18;9;103020;22729;99;
cluster_20ac_2err_5;20;2;5;4;18;0;103020;27752;97;
cluster_20ac_2err_5;20;2;5;0;19;3;103020;25263;103;
cluster_20ac_2err_5;20;2;5;1;19;18;103020;25253;99;
cluster_20ac_2err_5;20;2;5;2;19;11;103020;22768;111;
cluster_20ac_2err_5;20;2;5;3;19;9;103020;20371;120;
cluster_20ac_2err_5;20;2;5;4;19;16;103020;22851;120;
cluster_20ac_2err_8;20;2;8;0;0;13;227;2688;10;
cluster_20ac_2err_8;20;2;8;2;0;14;227;2714;4;
cluster_20ac_2err_8;20;2;8;3;0;4;227;5193;8;
cluster_20ac_2err_8;20;2;8;0;1;2;227;7700;58;
cluster_20ac_2err_8;20;2;8;1;1;11;227;5216;5;
cluster_20ac_2err_8;20;2;8;2;1;6;227;2688;10;
cluster_20ac_2err_8;20;2;8;3;1;16;227;2780;38;
cluster_20ac_2err_8;20;2;8;4;1;7;227;2688;10;
cluster_20ac_2err_8;20;2;8;0;2;11;227;10191;19;
cluster_20ac_2err_8;20;2;8;1;2;8;227;5300;56;
cluster_20ac_2err_8;20;2;8;2;2;0;227;5172;10;
cluster_20ac_2err_8;20;2;8;3;2;5;227;5172;10;
cluster_20ac_2err_8;20;2;8;4;2;12;227;7698;7;
cluster_20ac_2err_8;20;2;8;0;3;14;227;5167;14;
cluster_20ac_2err_8;20;2;8;1;3;19;227;2681;8;
cluster_20ac_2err_8;20;2;8;2;3;17;227;7668;11;
cluster_20ac_2err_8;20;2;8;3;3;4;227;7644;19;
cluster_20ac_2err_8;20;2;8;4;3;11;227;5187;8;
cluster_20ac_2err_8;20;2;8;0;4;8;227;5183;25;
cluster_20ac_2err_8;20;2;8;1;4;17;227;10173;10;
cluster_20ac_2err_8;20;2;8;2;4;16;227;7649;19;
cluster_20ac_2err_8;20;2;8;3;4;12;227;2843;52;
cluster_20ac_2err_8;20;2;8;4;4;7;227;2688;10;
cluster_20ac_2err_8;20;2;8;0;5;8;227;251;16;
cluster_20ac_2err_8;20;2;8;1;5;15;227;7710;4;
cluster_20ac_2err_8;20;2;8;2;5;12;227;2719;3;
cluster_20ac_2err_8;20;2;8;4;5;15;227;7710;4;
cluster_20ac_2err_8;20;2;8;0;6;4;227;2690;10;
cluster_20ac_2err_8;20;2;8;1;6;4;227;2783;24;
cluster_20ac_2err_8;20;2;8;2;6;11;227;2714;13;
cluster_20ac_2err_8;20;2;8;3;6;8;227;5201;5;
cluster_20ac_2err_8;20;2;8;0;7;10;227;2715;3;
cluster_20ac_2err_8;20;2;8;3;7;13;227;2688;10;
cluster_20ac_2err_8;20;2;8;4;7;4;227;2688;10;
cluster_20ac_2err_8;20;2;8;0;8;2;227;7762;71;
cluster_20ac_2err_8;20;2;8;1;8;19;227;5188;9;
cluster_20ac_2err_8;20;2;8;2;8;5;227;2717;24;
cluster_20ac_2err_8;20;2;8;3;8;18;227;5188;9;
cluster_20ac_2err_8;20;2;8;4;8;14;227;5204;11;
cluster_20ac_2err_8;20;2;8;0;9;14;227;5193;10;
cluster_20ac_2err_8;20;2;8;1;9;11;227;2700;9;
cluster_20ac_2err_8;20;2;8;2;9;15;227;5292;52;
cluster_20ac_2err_8;20;2;8;3;9;15;227;7683;13;
cluster_20ac_2err_8;20;2;8;4;9;18;227;2706;6;
cluster_20ac_2err_8;20;2;8;0;10;7;227;2715;3;
cluster_20ac_2err_8;20;2;8;1;10;3;227;5168;15;
cluster_20ac_2err_8;20;2;8;2;10;14;227;5202;7;
cluster_20ac_2err_8;20;2;8;3;10;18;227;229;7;
cluster_20ac_2err_8;20;2;8;4;10;7;227;2715;3;
cluster_20ac_2err_8;20;2;8;0;11;14;227;5208;6;
cluster_20ac_2err_8;20;2;8;1;11;4;227;5254;33;
cluster_20ac_2err_8;20;2;8;2;11;10;227;2724;19;
cluster_20ac_2err_8;20;2;8;3;11;16;227;5208;6;
cluster_20ac_2err_8;20;2;8;4;11;4;227;7692;8;
cluster_20ac_2err_8;20;2;8;0;12;4;227;5166;17;
cluster_20ac_2err_8;20;2;8;1;12;15;227;10202;7;
cluster_20ac_2err_8;20;2;8;2;12;9;227;2706;6;
cluster_20ac_2err_8;20;2;8;3;12;14;227;5205;10;
cluster_20ac_2err_8;20;2;8;4;12;15;227;10196;11;
cluster_20ac_2err_8;20;2;8;0;13;14;227;5182;16;
cluster_20ac_2err_8;20;2;8;1;13;5;227;2688;10;
cluster_20ac_2err_8;20;2;8;2;13;1;227;2688;10;
cluster_20ac_2err_8;20;2;8;3;13;0;227;2717;4;
cluster_20ac_2err_8;20;2;8;4;13;8;227;7692;14;
cluster_20ac_2err_8;20;2;8;0;14;19;227;2714;4;
cluster_20ac_2err_8;20;2;8;1;14;13;227;5209;6;
cluster_20ac_2err_8;20;2;8;2;14;13;227;5184;14;
cluster_20ac_2err_8;20;2;8;3;14;7;227;2714;4;
cluster_20ac_2err_8;20;2;8;4;14;15;227;10187;21;
cluster_20ac_2err_8;20;2;8;0;15;16;227;10197;8;
cluster_20ac_2err_8;20;2;8;1;15;6;227;7688;14;
cluster_20ac_2err_8;20;2;8;2;15;4;227;12667;56;
cluster_20ac_2err_8;20;2;8;3;15;12;227;10202;7;
cluster_20ac_2err_8;20;2;8;4;15;3;227;10176;10;
cluster_20ac_2err_8;20;2;8;0;16;0;227;2714;4;
cluster_20ac_2err_8;20;2;8;1;16;17;227;7689;9;
cluster_20ac_2err_8;20;2;8;2;16;10;227;5202;7;
cluster_20ac_2err_8;20;2;8;3;16;15;227;10197;8;
cluster_20ac_2err_8;20;2;8;4;16;5;227;2714;4;
cluster_20ac_2err_8;20;2;8;0;17;16;227;7671;17;
cluster_20ac_2err_8;20;2;8;1;17;3;227;7668;11;
cluster_20ac_2err_8;20;2;8;2;17;13;227;5225;43;
cluster_20ac_2err_8;20;2;8;3;17;10;227;7690;8;
cluster_20ac_2err_8;20;2;8;4;17;14;227;7689;9;
cluster_20ac_2err_8;20;2;8;0;18;11;227;2721;2;
cluster_20ac_2err_8;20;2;8;1;18;11;227;2700;9;
cluster_20ac_2err_8;20;2;8;2;18;3;227;2689;8;
cluster_20ac_2err_8;20;2;8;3;18;2;227;5193;7;
cluster_20ac_2err_8;20;2;8;4;18;9;227;2714;4;
cluster_20ac_2err_8;20;2;8;0;19;2;227;5182;9;
cluster_20ac_2err_8;20;2;8;1;19;11;227;2705;7;
cluster_20ac_2err_8;20;2;8;2;19;14;227;2714;4;
cluster_20ac_2err_8;20;2;8;4;19;2;227;5172;10;
cluster_20ac_2err_9;20;2;9;0;0;1;314;7800;4;
cluster_20ac_2err_9;20;2;9;1;0;16;314;7843;14;
